rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,total_purchase,total_plays,total_play_hours,list_of_users_ids_for_the_game
13584,Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Sports,DTP Entertainment,0,,0,0,,,,,
13750,Harukanaru Toki no Naka de 5,PSP,2011,Role-Playing,Tecmo Koei,0,0,,0,,,,,
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,,0,,,,,,
13817,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,,,0,0,,,,,
13842,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0,0,,0,,,,,
14068,The Ant Bully,GBA,2006,Platform,Midway Games,,,0,0,,,,,
14071,Astrology DS,DS,2009,Misc,Deep Silver,,0,0,0,,,,,
14307,Vitamin X Evolution,DS,2008,Adventure,D3Publisher,0,0,,0,,,,,
14572,World of Zoo,PC,2009,Simulation,THQ,0,,0,,,2.0,2,2.4,"136135322,61506388"
14718,Rush Hour,PS,1997,Misc,Psygnosis,,,0,0,,,,,
15113,School Days LxH,PS2,2008,Adventure,Interchannel,0,0,,0,,,,,
15341,Dead Rising,PS4,2016,Action,Capcom,,0,0,0,,,,,
15424,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,,0,,,,,
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0,0,,0,,,,,
15610,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,0,0,,0,,,,,
15768,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,,0,,,,,
15833,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,,0,,,,,
329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,,,0,,,,,,
645,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,,0,,,,,,,
699,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,,,,,,,,,
715,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,,,,,,,,,
864,Devil May Cry 2,PS2,2003,Action,Capcom,,,,,,,,,
1036,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,,,0,,,,,,
1124,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,,,,,,,,,
1187,Smuggler's Run,PS2,2000,Racing,Take-Two Interactive,,,0,,,,,,
1300,The SpongeBob SquarePants Movie,GBA,2004,Platform,THQ,,,0,,,,,,
1319,Batman: Arkham Knight,XOne,2015,Action,Warner Bros. Interactive Entertainment,,,0,,,,,,
1427,Burnout Paradise,X360,2008,Racing,Electronic Arts,,,,,,,,,
1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,,,0,,,,,,
1647,SimCity 2000,PS,1996,Simulation,Maxis,,,0,,,,,,
1767,Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,,,0,,,,,,
2268,MLB 12: The Show,PS3,2012,Sports,Sony Computer Entertainment,,0,0,,,,,,
2616,Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,0,0,,0,,,,,
2786,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,,,,,,,,,
3025,Armored Core 3,PS2,2002,Simulation,Metro 3D,,,,,,,,,
3186,X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,,,0,,,,,,
3400,Total War: Shogun 2,PC,2011,Strategy,Sega,,,0,,,,,,
4149,Double Dragon,2600,1989,Action,Activision,,,0,,,,,,
4419,Disney Infinity 3.0,X360,2015,Action,Disney Interactive Studios,,,0,,,,,,
4515,Minecraft,WiiU,2016,Misc,Microsoft Game Studios,,,,,,,,,
4637,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,N/A,,,0,,,,,,
4728,Star Wars The Clone Wars: Republic Heroes,DS,2009,Action,LucasArts,,,0,,,,,,
5091,SAW,PS3,2009,Action,Konami Digital Entertainment,,,0,,,,,,
5489,Shrek SuperSlam,GBA,2005,Action,Activision,,,0,,,,,,
5776,Jampack Volume 12,PS2,2005,Misc,Sony Computer Entertainment,,,0,,,,,,
5897,Yu Yu Hakusho Ghost Files: Spirit Detective,GBA,2003,Action,Atari,,,0,,,,,,
6077,Final Fantasy X-2: International + Last Mission,PS2,2004,Role-Playing,Square Enix,0,0,,0,,,,,
6152,Arcade Hits: Frisky Tom,PS,2002,Action,Hamster Corporation,,,0,,,,,,
6214,Over the Hedge,DS,2006,Platform,Activision,,,0,,,,,,
6499,Babysitting Mania,DS,2008,Simulation,Majesco Entertainment,,0,0,,,,,,
6621,Star Wars The Clone Wars: Republic Heroes,PS2,2009,Action,LucasArts,,,0,,,,,,
6715,Ultimate Band,Wii,2008,Misc,Disney Interactive Studios,,,0,,,,,,
6908,Dora the Explorer: Super Star Adventures,GBA,2004,Adventure,Game Factory,,,0,0,,,,,
6942,Dark Cavern,2600,1981,Shooter,Mattel Interactive,,,0,0,,,,,
6943,Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,,,0,,,,,,
7515,Backyard NFL Football 2006,PS2,2005,Sports,Atari,,,0,,,,,,
7581,NBA 2K2,XB,2002,Sports,Sega,,,0,,,,,,
7617,Famista 64,N64,N/A,Sports,Namco Bandai Games,0,0,,,,,,,
7652,We Wish You A Merry Christmas,Wii,2009,Action,Destineer,,,0,,,,,,
7710,Tom and Jerry in House Trap,PS,2000,Action,Ubisoft,,,0,,,,,,
7714,Jikkyou Powerful Pro Yakyuu 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,,0,,,,,
8732,Deadly Premonition,PS3,2010,Action,Rising Star Games,,,0,,,,,,
8815,Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,,0,0,,,,,,
9173,Bejeweled 3,PS3,N/A,Puzzle,Unknown,,0,0,,,31.0,14,213.70000000000002,"155919035,114325392,35701646,20772968,87694960,233160273,11403772,88035166,11373749,90272527,98312003,49624770,8259307,116515230,22301321,69954842,82263745,58931437,59662830,58905429,59825286,83090686,124725852,138941587,59332369,24721232,117531196,56038151,40837142,171067153,30246419"
9436,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0,0,,0,,,,,
9577,Spartan: Total Warrior,XB,2005,Action,Sega,,,0,0,,,,,
9879,NBA 2K2,GC,2002,Sports,Sega,,,0,0,,,,,
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,0,0,,0,,,,,
10549,Urban Chaos,PS,1999,Action,Eidos Interactive,,,0,,,1.0,0,0.0,10218563
10832,Rock Band Country Track Pack 2,Wii,2011,Misc,MTV Games,,0,0,,,,,,
10915,Pro Yakyuu Greatest Nine 98,SAT,1998,Sports,Sega,0,0,,0,,,,,
11217,Dynasty Warriors 8: Empires,PS3,2014,Action,Tecmo Koei,0,0,,0,,,,,
11293,Derby Tsuku: Derby Uma o Tsukurou!,DC,2000,Sports,Sega,0,0,,0,,,,,
11319,Onimusha Tactics,GBA,2003,Strategy,Capcom,,,0,0,,,,,
11360,Gundam the 3D Battle,3DS,2011,Action,Namco Bandai Games,0,0,,0,,,,,
11415,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,2008,Misc,D3Publisher,0,0,,0,,,,,
11719,The Idolmaster: Gravure For You! Vol. 3,PS3,2011,Misc,Namco Bandai Games,0,0,,0,,,,,
11772,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0,,0,,,,,,
11783,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,,0,0,,,,,,
12069,Tom and Jerry in War of the Whiskers,GC,2003,Fighting,NewKidCo,,,0,0,,,,,
12813,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010,Sports,SouthPeak Games,,0,0,0,,,,,
13050,Disney's Party,GC,2002,Misc,Electronic Arts,,,0,0,,,,,
13395,Lux-Pain,DS,2008,Adventure,Rising Star Games,,0,0,0,,,,,
13504,Just Sing! Vol. 2,DS,2011,Misc,PQube,0,,0,,,,,,
13743,Rally Challenge 2000,N64,1999,Racing,Imagineer,,,0,0,,,,,
13894,Richard Burns Rally,PC,2004,Racing,SCi,0,,0,,,,,,
13906,Saints Row 2,PC,2009,Action,THQ,0,,0,,,152.0,57,1545.1,"106834867,58345543,48984158,71510748,81943620,116564064,116663350,62514874,55426012,162543176,86912006,87694960,34281672,64514291,31669242,76451157,207477282,57770056,77980915,92276000,11373749,187463594,116494569,69009454,185079540,12610800,118852041,20366600,62990992,90541290,113580708,58905429,51938138,83770731,16645459,47284807,114727578,48756018,103371488,71777065,115037563,186483761,87162199,116876958,248549548,118971362,154230933,50229934,148362155,57810800,154230723,66650717,186673066,65754991,27279261,99202472,24469287,54291917,170215786,242937979,140911953,118180800,63441290,174633348,79219608,11794760,86041729,181608676,57319696,131785763,58152057,101690993,88352678,65064340,100894366,218317467,61506388,9946133,92593907,159800136,49228258,78341587,30061970,30425578,36557643,8585433,53097340,25096601,81160212,47457723,43936108,60859695,76892907,22301321,82263745,91690667,102825821,29239329,64973908,975449,119619506,33013552,58121946,93275329,24721232,162421622,82287546,45575299,102921672,172518437,11149819,88579585,152419713,48798067,184314651,73835640,104870123,14126086,81591317,43684632,26762388,13565651,167118460,61068356,46055854,65883119,72989129,54444464,189734107,55906572,59050554,66950079,54229062,11940338,80189887,122026623,59825286,50032397,54310644,37490443,48668697,115671217,53875128,129873202,166863117,180283418,86469479,60210313,107452765,30246419,81104015,74290096"
14584,Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0,0,,0,,,,,
14882,Ocean Commander,Wii,2009,Simulation,Valcon Games,,0,0,0,,,,,
14884,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,,0,,,,,
14923,Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,,,0,0,,,,,
14943,The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,,,0,0,,,,,
15412,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0,,0,0,,,,,
15512,Mushihimesama,X360,2012,Action,Cave,0,0,,0,,,,,
15728,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,,0,0,,,,,
16414,Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,,0,0,0,,,,,
16551,Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015,Action,Idea Factory,0,0,,0,,,,,
361,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,,,,,,,,,
499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,,,,,,,,,
903,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,,,0,,,,,,
953,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,,,,,,,,,
977,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,,,,,,,,,
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,Sony Computer Entertainment,,,,,,,,,
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,,,0,,,,,,
1595,RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,,,0,0,,,,,
2668,Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,,,0,,,47.0,40,414.6,"36546868,32592631,26465134,241626039,63157803,33910513,48058475,45774794,20772968,11403772,82866826,44021324,85862313,65398650,47457723,56436989,11373749,45617627,124059151,85298989,111545169,156818121,101030173,112199961,22371742,56333620,16084897,64319625,10450544,84221022,16645459,3527485,56038151,2753525,60706503,75155353,84371132,35864169,47500408,83219649,99077905,72842694,38049880,53898495,17530772,561758,12195913"
2747,Red Faction: Guerrilla,PS3,2009,Shooter,THQ,,,,,,,,,
2843,Terraria,X360,2013,Action,505 Games,,,0,,,496.0,460,29951.800000000003,"71510748,111182405,54761333,71335402,87694960,87341384,93259090,207477282,19085114,115996656,187463594,119723223,159812802,174674290,150282867,59005471,197652539,2259650,135865220,299581299,77194239,153821154,248549548,112626210,127344335,146007471,167901416,14544587,148362155,209772097,118693973,243664576,35039277,160883669,113227222,134322141,68049243,55367062,242937979,159428605,30042027,131785763,156407373,24632218,178144284,264625792,1936551,218317467,4824107,49228258,94299484,30425578,60611062,150995572,260376156,8585433,86055705,89523414,60859695,78309377,215540943,86481908,301477644,88705345,20464587,211421471,57603447,24721232,206982761,73495968,101878879,103624897,38049880,68316900,151600301,102921672,155003926,82385352,80604456,199603191,192616228,155919035,50275189,135503830,122798021,108950666,65398650,38465050,95545167,167118460,175447188,150137344,54637394,11940338,66052983,80128229,54310644,43913966,163162333,182557942,109205612,81585721,96400571,150882304,91027316,80550861,48984158,81943620,302980730,183337134,144580725,198105109,107567915,46637811,31669242,103731895,106760673,110824765,78765966,92276000,58217836,90359362,193103684,235692659,186344581,118852041,155042139,204480696,154687199,86433707,207196616,165073598,65147980,48028873,110546460,64023574,200913780,186483761,122658341,168324795,132300630,158429732,166125977,170491009,222050169,154230723,174002551,198346312,94152935,233160273,154014392,80494893,65754991,85959768,43360645,32467994,113752996,102927775,24469287,214309931,36502549,8259307,84455820,170172944,94229851,105782521,69954842,86733992,174633348,72978546,59662830,58435428,67708331,150033540,245314153,161186800,209559315,64019582,193156880,90033155,205822046,42928788,40212239,251164636,78341587,57424113,20772968,128651888,100769089,88775181,164511211,60859324,105877396,43955374,117601858,140408017,116515230,114364553,223858723,91859894,82263745,34177747,145320311,38317154,293693492,124725852,44472980,92842809,57103808,15196746,127272741,82287546,37723786,53898495,258602617,11149819,276526080,39622853,131463112,86499586,76420334,241210827,70489471,241890870,113546110,99264709,122026623,92669869,79243080,106806146,281535206,156675178,211454678,53875128,48525807,80630217,203765587,30246419,225848614,96836693,36546868,284291482,32710856,97667936,86738567,213188895,211180125,57770056,127220350,133234931,47384303,126428976,53091150,11373749,52907921,32126281,163712958,62990992,126191291,58907890,100322840,16645459,127072755,298950,154533830,80779496,139016142,42005897,121280370,235758386,108160472,120139965,33651880,201737586,144071257,27279261,131348564,47384202,84079486,36404933,188394070,195587567,219414811,33865373,277377524,11794760,87832209,83497449,181608676,95780749,103638409,156071982,196595568,122094388,42771635,123904490,104120883,136791084,85210874,82046939,179848102,165101762,92958887,92593907,14465359,82174211,296801388,196066421,135244036,104159428,209665002,167167647,81439192,85497862,60608576,90272527,158476996,49462664,93108463,28472068,22301321,150789931,75368808,153144971,135400225,33013552,83849502,106796307,277635586,177625788,14962163,81556495,306971738,130324181,105503045,94088853,71527252,109780632,94269421,96079217,153097805,64787956,33282871,108264287,104870123,60296891,192105970,236727418,148510973,290749426,50818751,166669789,88525821,176929122,106101617,87071236,54103616,61676491,117531196,105788297,192503967,72842694,65342306,181593489,86502662,58345543,181584582,64754418,63157803,116564064,55426012,51822361,127311699,137588230,65610147,67492611,92914917,12610800,156818121,181453879,206014489,94862562,65958466,39037163,83770731,58905429,95028545,254201131,83090686,119211545,135554311,142793906,115037563,94521606,239928300,134213189,12760368,46028967,159371621,111316830,132196353,73518199,107346769,170570863,21539893,159726428,73721802,136135322,101530848,56789999,49893565,174226719,165755355,111362598,86041729,176539817,158608850,34919318,44314169,68719896,45974860,10599862,11970504,244648789,129117376,89691468,3449240,117949868,156271246,159800136,21061921,98848653,58289184,36557643,47457723,86686260,156565178,123734483,149501464,93030550,91690667,102825821,186247831,110478743,975449,12144171,111551727,75970863,138941587,54194546,101596530,199659716,167194020,85136214,164475918,96588736,297650159,209817175,81170946,199628395,48798067,83671083,100719181,133439936,73835640,11403772,26762388,88035166,152959594,31187179,33622085,72523666,55906572,162081645,250238131,247195205,102295765,276609322,86287245,72417734,49767455,59825286,39361297,104830836,125424716,198735293,111754806,129925351,219551734,26729643,101602586,107452765,17530772,98818460,171067153,61070572"
2873,Jeremy McGrath Supercross 2000,PS,2000,Racing,Acclaim Entertainment,,,0,,,,,,
2981,Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,,,0,,,,,,
3451,The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,Electronic Arts,,,0,,,,,,
4458,"SpongeBob SquarePants: Lights, Camera, Pants!",GC,2005,Misc,THQ,,,0,,,,,,
4514,Bionicle,PS2,2003,Action,Electronic Arts,,,0,,,,,,
5179,Robots,PS2,2005,Action,Vivendi Games,,,0,,,,,,
5275,Remember Me,PS3,2013,Action,Capcom,,,0,,,40.0,25,149.4,"153148942,35701646,127311699,124556386,144071257,297650024,65754991,87341384,9128105,76420334,31669242,45617627,100311267,76892907,69954842,54637394,62990992,64973908,122026623,16645459,59925638,61189155,80128229,101690993,61676491,170485590,24721232,285860790,162421622,207424334,10599862,161991221,99077905,95059220,53875128,116876958,7440594,33706322,86469479,116411567"
5425,Pony Friends 2,DS,2009,Simulation,Eidos Interactive,,,0,,,,,,
5600,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,,,,,,,,,
5609,Crash of the Titans,X360,2007,Action,Vivendi Games,,,0,,,,,,
5685,Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,,,,,,,,,
5772,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,Konami Digital Entertainment,,,,,,,,,
6157,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,,0,,,,,
6158,Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,,,,,,,,,
6279,Zumba Fitness: World Party,Wii,2013,Misc,Majesco Entertainment,,,0,,,,,,
6450,Rayman DS,DS,2005,Platform,Ubisoft,,,0,,,,,,
6667,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,,,0,,,,,,
6745,Anno 2205,PC,2015,Strategy,Ubisoft,,,0,,,1.0,1,22.0,54826284
6917,Tiger Woods PGA Tour 10,PSP,2009,Sports,Electronic Arts,,,0,,,,,,
7011,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,,,0,,,16.0,7,7.7,"36546868,154230933,14465359,10253354,20772968,65064340,92612763,47457723,47384202,32644336,11970504,72989129,86469479,55906572,66950079,22371742"
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0,0,,0,,,,,
7518,Sloane to MacHale no Nazo no Monogatari,DS,2009,Puzzle,Level 5,0,0,,0,,,,,
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,,,0,,,,,,
8189,Speedball 2100,PS,2000,Sports,Empire Interactive,,,0,,,,,,
8525,Magic: The Gathering - Battlegrounds,XB,2003,Strategy,Atari,,,0,,,,,,
8591,Destruction Derby 64,N64,1999,Racing,THQ,,,0,0,,,,,
8605,Rapala Pro Fishing,XB,2004,Sports,Zoo Digital Publishing,,,0,,,,,,
8705,AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,,,0,,,,,,
9078,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,,,0,,,,,,
9355,Baseball Advance,GBA,2002,Sports,Sega,,,0,0,,,,,
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0,0,,0,,,,,
9370,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,,,0,,,,,,
10019,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0,0,,0,,,,,
10042,UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0,,,,,,,,
10101,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0,0,,0,,,,,
10605,Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0,,0,,,1.0,0,0.0,62985928
10681,NatGeo Challenge! Wild Life,PS3,2010,Misc,Black Bean Games,,,0,,,,,,
10725,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,0,0,,0,,,,,
10766,Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,,0,0,,,1.0,1,0.5,118852041
10777,MotoGP 2,XB,2003,Racing,THQ,,,0,0,,,,,
10787,Man vs. Wild,X360,2011,Action,Crave Entertainment,,0,0,,,,,,
10848,Medieval II: Total War,PC,2006,Strategy,Sega,0,,0,,,,,,
10931,The Revenge of Shinobi,GBA,2002,Platform,Atari,,,0,0,,,,,
11027,Are You Smarter Than a 5th Grader? Back to School,DS,2010,Misc,THQ,,0,0,,,,,,
11227,Monster Jam: Urban Assault,PSP,2008,Racing,Activision,,0,0,,,,,,
11448,ToraDora Portable!,PSP,2009,Adventure,Namco Bandai Games,0,0,,0,,,,,
11463,Jimmie Johnson's Anything With an Engine,Wii,2011,Racing,Konami Digital Entertainment,,0,0,,,,,,
11478,Knife Edge: NoseGunner,N64,1998,Shooter,Mitsui,,,0,0,,,,,
11497,Soul Bubbles,DS,2008,Puzzle,Eidos Interactive,,,0,,,,,,
11745,AKB1/149: Love Election,PSV,2012,Adventure,Namco Bandai Games,0,0,,0,,,,,
11818,Mega Man Xtreme 2,GB,2001,Platform,Capcom,0,0,,0,,,,,
11901,Monster Racers,DS,2009,Racing,Tecmo Koei,,0,,0,,,,,
11925,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0,0,,0,,,,,
12025,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008,Adventure,Alchemist,0,0,,0,,,,,
12413,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,,0,0,,,,,
12473,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,,0,0,,,,,,
12629,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0,0,,0,,,,,
12632,Gem Smashers,Wii,2011,Platform,Crave Entertainment,,0,0,0,,,,,
12809,GRID,DS,N/A,Racing,Codemasters,,,0,0,,49.0,28,634.8,"11149819,88579585,58345543,36546868,125682446,14465359,55761025,64787956,148362155,46301758,59536273,20772968,9128105,11403772,27279261,215208719,17567828,88035166,16154372,11373749,49893565,29753085,273082868,92914917,22301321,118852041,62990992,78309377,64973908,83770731,58905429,128207897,137022689,122026623,51557405,61676491,65229865,270356700,2259650,71777065,11978743,94088853,53875128,116876958,115632831,59115473,17530772,124070622,30246419"
13355,Shaun the Sheep,DS,2008,Adventure,D3Publisher,,0,0,0,,,,,
13947,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,,,0,0,,262.0,138,9237.199999999999,"201987165,37827989,250736247,158159336,297620161,213610494,77980915,194432540,191979928,116494569,191316238,183983684,114632006,204742217,210905793,184554757,221961243,245445357,183998097,127072755,173909336,161444156,133422169,278247296,280275540,123325040,238700575,42849279,58953935,100519466,174459790,168163793,162453723,218071326,293578749,144626100,182295415,286968172,44156169,145243748,128207897,188250158,156407373,103638409,63098418,124443679,280824162,142001340,87886634,262861632,44153929,161991221,215408205,82046939,63615483,305190256,81746734,176771895,157636450,149820947,259611075,167167647,148467772,217099682,204795948,199816966,90272527,198573013,49462664,242876828,249408651,28472068,228649481,198850929,201678836,219466905,255622304,165216496,135400225,177213985,134839311,154374262,242242432,275086284,125472731,281324958,115487966,197406178,174923254,258753415,191365887,174137629,45774794,293570114,196354657,182499490,261336456,205285563,44866715,232047954,166385573,45292137,249176501,176929122,66950079,208900216,202140438,208127048,59925638,218585765,66052983,215380327,163162333,298346862,208838704,95181268,166863117,132014951,101897182,58345543,181154544,276745200,166753156,81943620,200376716,209087920,86912006,93644606,48175931,224677810,100096071,169054646,179347474,230404323,193103684,161772384,183382406,182229935,100311267,197904909,152956403,29915651,189813843,118852041,248444377,206014489,35433662,253773352,230944154,110546460,199693353,193129684,245859173,259891015,206398775,115037563,155032068,216088282,213307502,189866742,165779930,159852613,276057148,112110682,227777777,212078557,142750305,221958385,191937970,49893565,174226719,245681889,165755355,207869089,16231773,188988198,152585209,247065555,253549183,99711581,86041729,114324869,187692242,245314153,190420357,158277459,243020996,129117376,216278473,183235801,123483924,212915541,231042734,88775181,214913026,232593507,100769089,99704390,183450002,186040249,202851441,169684620,210725110,201397220,101687527,194970068,111212436,203332508,106592046,300708628,268551184,205731112,214658749,240145967,273293320,77214425,143157943,145512685,254331853,187520593,246439849,104727643,182399789,209817175,281857216,196156695,17284266,207270682,276118496,282755920,199236587,161384593,203838394,73726855,152959594,210170887,161013852,159114904,88659639,55906572,189734107,261602452,183074217,122538805,99264709,207830797,167985276,56413349,130303679,244314033,104830836,170460109,129300430,99096740,183490713,224998865,124810250,189441775,175001491,155881626,275529528,138482130"
